SKU,Amazon Sync (Na) FNSKU,Shop Elan Amazon (Na) FNSKU,UPC,Title,Primary Supplier,Brand,Available Quantity,On Hand,Pending (Ready to Ship),Pending (Payment),Reserve,Hold Quantity,Client
6096-351BT-TAUPE-3XLT,,,4030707366,6096-351BT-TAUPE-3XLT,LD,6096-351BT-TAUPE,0,0,0,0,0,0,
6096-351BT-TAUPE-4XLT,,,4030707367,6096-351BT-TAUPE-4XLT,LD,6096-351BT-TAUPE,0,0,0,0,0,0,
6096-350-NAVY-L,,,4030707369,6096-350-NAVY-L,LD,6096-350-NAVY,0,0,0,0,0,0,
6096-350-NAVY-XL,,,4030707370,6096-350-NAVY-XL,LD,6096-350-NAVY,0,0,0,0,0,0,
6096-350-NAVY-XXL,,,4030707371,6096-350-NAVY-XXL,LD,6096-350-NAVY,0,0,0,0,0,0,
6096-350-BLACK-M,,,4030707372,6096-350-BLACK-M,LD,6096-350-BLACK,0,0,0,0,0,0,
6096-350-BLACK-L,,,4030707373,6096-350-BLACK-L,LD,6096-350-BLACK,0,0,0,0,0,0,
6096-350-BLACK-XL,,,4030707374,6096-350-BLACK-XL,LD,6096-350-BLACK,0,0,0,0,0,0,
6096-350-BLACK-XXL,,,4030707375,6096-350-BLACK-XXL,LD,6096-350-BLACK,0,0,0,0,0,0,
6096-252-BROWN-XL,,,4030707376,6096-252-BROWN-XL,LD,6096-252-BROWN,0,0,0,0,0,0,
6096-152-BLACK-L,,,4030707379,6096-152-BLACK-L,LD,6096-152-BLACK,0,0,0,0,0,0,
6096-150-TAUPE-M,,,4030707381,6096-150-TAUPE-M,LD,6096-150-TAUPE,0,0,0,0,0,0,
6096-105-NAVY-XL,,,4030707383,6096-105-NAVY-XL,LD,6096-105-NAVY,0,0,0,0,0,0,
6096-101-BURGUNDY-XL,,,4030707388,6096-101-BURGUNDY-XL,LD,6096-101-BURGUNDY,0,0,0,0,0,0,
6096-101-BURGUNDY-XXL,,,4030707389,6096-101-BURGUNDY-XXL,LD,6096-101-BURGUNDY,0,0,0,0,0,0,
6094-651-BLACK-M,,,4030707391,6094-651-BLACK-M,LD,6094-651-BLACK,0,0,0,0,0,0,
6094-651-BLACK-XL,,,4030707392,6094-651-BLACK-XL,LD,6094-651-BLACK,0,0,0,0,0,0,
6094-651-BLACK-XXL,,,4030707393,6094-651-BLACK-XXL,LD,6094-651-BLACK,0,0,0,0,0,0,
6094-651-TAUPE-XXL,,,4030707395,6094-651-TAUPE-XXL,LD,6094-651-TAUPE,0,0,0,0,0,0,
6094-463-OLIVE-XXL,,,4030707397,6094-463-OLIVE-XXL,LD,6094-463-OLIVE,0,0,0,0,0,0,
6094-BLR5-GREY-3X,,,4030707401,6094-BLR5-GREY-3X,LD,6094-BLR5-GREY,0,0,0,0,0,0,
6094-165B-CADET-S,,,4030707402,L/S Classics by Palmland Two Tone Banded Bottom Shirt,LD,6094-165B-CADET,0,0,0,0,0,0,
6094-165B-CADET-M,,,7.84E+11,L/S Classics by Palmland Two Tone Banded Bottom Shirt,LD,6094-165B-CADET,0,0,0,0,0,0,
6094-165B-CADET-XXL,,,4030707404,L/S Classics by Palmland Two Tone Banded Bottom Shirt,LD,6094-165B-CADET,0,0,0,0,0,0,
6094-165B-CADET-4X,,,7.84E+11,L/S Classics by Palmland Two Tone Banded Bottom Shirt,LD,6094-165B-CADET,0,0,0,0,0,0,
6094-165B-BRONZE-XL,,,7.84E+11,L/S Classics by Palmland Two Tone Banded Bottom Shirt,LD,6094-165B-BRONZE,0,0,0,0,0,0,
6094-165B-BRONZE-5X,,,4030707407,L/S Classics by Palmland Two Tone Banded Bottom Shirt,LD,6094-165B-BRONZE,2,2,0,0,0,0,
6010-711B-KHAKI-3X,,,4030707408,6010-711B-KHAKI-3X,LD,6010-711B-KHAKI,0,0,0,0,0,0,
6010-711B-BLUE-3X,,,4030707409,6010-711B-BLUE-3X,LD,6010-711B-BLUE,0,0,0,0,0,0,
6010-711B-GREY-3X,,,4030707410,6010-711B-GREY-3X,LD,6010-711B-GREY,0,0,0,0,0,0,
6098-308-SAGE-S,,,4030707411,L/S Classics by Palmland Two Tone Banded Bottom Shirt,LD,6098-308-SAGE,0,0,0,0,0,0,
6098-308-SAGE-L,,,4030707413,L/S Classics by Palmland Two Tone Banded Bottom Shirt,LD,6098-308-SAGE,0,0,0,0,0,0,
6098-308-SAGE-XL,,,4030707414,L/S Classics by Palmland Two Tone Banded Bottom Shirt,LD,6098-308-SAGE,0,0,0,0,0,0,
6098-308-SAGE-XXL,,,4030707415,L/S Classics by Palmland Two Tone Banded Bottom Shirt,LD,6098-308-SAGE,2,2,0,0,0,0,
6098-308-KHAKI-S,,,4030707416,L/S Classics by Palmland Two Tone Banded Bottom Shirt,LD,6098-308-KHAKI,0,0,0,0,0,0,
6098-308-KHAKI-M,,,4030707417,L/S Classics by Palmland Two Tone Banded Bottom Shirt,LD,6098-308-KHAKI,0,0,0,0,0,0,
6098-308-BLUE-M,,,4030707418,L/S Classics by Palmland Two Tone Banded Bottom Shirt,LD,6098-308-BLUE,0,0,0,0,0,0,
6098-608-BLUE-XL,,,4030707419,L/S Classics by Palmland Two Tone Banded Bottom Shirt,LD,6098-608-BLUE,0,0,0,0,0,0,
6094-BLR14-OLIVE-S,,,4030707420,6094-BLR14-OLIVE-S,LD,6094-BLR14-OLIVE,0,0,0,0,0,0,
6094-BLR14-KHAKI-S,,,4030707425,6094-BLR14-KHAKI-S,LD,6094-BLR14-KHAKI,0,0,0,0,0,0,
6094-BLR14-BLUE-S,,,4030707426,6094-BLR14-BLUE-S,LD,6094-BLR14-BLUE,0,0,0,0,0,0,
6094-BLR8-TAUPE-S,,,4030707427,6094-BLR8-TAUPE-S,LD,6094-BLR8-TAUPE,0,0,0,0,0,0,
6094-BLR8-TAUPE-XL,,,4030707428,6094-BLR8-TAUPE-XL,LD,6094-BLR8-TAUPE,0,0,0,0,0,0,
6094-BLR8-TAUPE-XXL,,,4030707429,6094-BLR8-TAUPE-XXL,LD,6094-BLR8-TAUPE,0,0,0,0,0,0,
6094-BLR8-MOSS-S,,,4030707430,6094-BLR8-MOSS-S,LD,6094-BLR8-MOSS,0,0,0,0,0,0,
6094-BLR8-MOSS-XL,,,4030707432,6094-BLR8-MOSS-XL,LD,6094-BLR8-MOSS,0,0,0,0,0,0,
6094-BLR8-GREY-S,,,4030707433,6094-BLR8-GREY-S,LD,6094-BLR8-GREY,0,0,0,0,0,0,
BLR-001B-KHAKI-S,,,4030707435,BLR-001B-KHAKI-S,LD,BLR-001B-KHAKI,2,2,0,0,0,0,
BLR-001B-KHAKI-L,,,4030707436,BLR-001B-KHAKI-L,LD,BLR-001B-KHAKI,0,0,0,0,0,0,
BLR-001B-GREY HT-S,,,4030707438,BLR-001B-GREY HT-S,LD,BLR-001B-GREY HT,2,2,0,0,0,0,
BLR-001B-GREY HT-XL,,,4030707440,BLR-001B-GREY HT-XL,LD,BLR-001B-GREY HT,0,0,0,0,0,0,
BLR-001B-GREY HT-XXL,,,4030707441,BLR-001B-GREY HT-XXL,LD,BLR-001B-GREY HT,0,0,0,0,0,0,
BLR-001B-BLUE-S,,,4030707443,BLR-001B-BLUE-S,LD,BLR-001B-BLUE,1,1,0,0,0,0,
BLR-001B-BLUE-L,,,4030707444,BLR-001B-BLUE-L,LD,BLR-001B-BLUE,0,0,0,0,0,0,
BLR-001B-BLUE-XL,,,4030707445,BLR-001B-BLUE-XL,LD,BLR-001B-BLUE,0,0,0,0,0,0,
BLR-001B-BLUE-XXL,,,4030707446,BLR-001B-BLUE-XXL,LD,BLR-001B-BLUE,0,0,0,0,0,0,
BLR-001B-BLUE-XXXL,,,4030707447,BLR-001B-BLUE-XXXL,LD,BLR-001B-BLUE,0,0,0,0,0,0,
BLR-001B-SAGE-S,,,4030707448,BLR-001B-SAGE-S,LD,BLR-001B-SAGE,0,0,0,0,0,0,
BLR-001B-SAGE-M,,,4030707449,BLR-001B-SAGE-M,LD,BLR-001B-SAGE,0,0,0,0,0,0,
BLR-001B-SAGE-XL,,,4030707451,BLR-001B-SAGE-XL,LD,BLR-001B-SAGE,0,0,0,0,0,0,
6030-402-MARINE-S,,,4030707454,6030-402-MARINE-S,LD,6030-402-MARINE,0,0,0,0,0,0,
6030-402-MARINE-XL,,,4030707455,6030-402-MARINE-XL,LD,6030-402-MARINE,0,0,0,0,0,0,
6030-402-BLACK-S,,,4030707456,6030-402-BLACK-S,LD,6030-402-BLACK,0,0,0,0,0,0,
6030-402-BLACK-XL,,,4030707457,6030-402-BLACK-XL,LD,6030-402-BLACK,0,0,0,0,0,0,
6030-200-LT.BLUE-M,,,4030707458,6030-200-LT.BLUE-M,LD,6030-200-LT.BLUE,0,0,0,0,0,0,
6030-400-BLACK-S,,,4030707459,6030-400-BLACK-S,LD,6030-400-BLACK,0,0,0,0,0,0,
6030-400-BLACK-M,,,4030707460,6030-400-BLACK-M,LD,6030-400-BLACK,0,0,0,0,0,0,
6030-400-BLACK-L,,,4030707461,6030-400-BLACK-L,LD,6030-400-BLACK,0,0,0,0,0,0,
6030-400-BLACK-XL,,,4030707462,6030-400-BLACK-XL,LD,6030-400-BLACK,0,0,0,0,0,0,
6030-400-BLACK-XXL,,,4030707463,6030-400-BLACK-XXL,LD,6030-400-BLACK,0,0,0,0,0,0,
6030-200-TAUPE-S,,,4030707464,6030-200-TAUPE-S,LD,6030-200-TAUPE,0,0,0,0,0,0,
6030-200-TAUPE-M,,,4030707465,6030-200-TAUPE-M,LD,6030-200-TAUPE,0,0,0,0,0,0,
6030-200-TAUPE-L,,,4030707466,6030-200-TAUPE-L,LD,6030-200-TAUPE,0,0,0,0,0,0,
6030-200-TAUPE-XL,,,4030707467,6030-200-TAUPE-XL,LD,6030-200-TAUPE,0,0,0,0,0,0,
6030-200-TAUPE-XXL,,,4030707468,6030-200-TAUPE-XXL,LD,6030-200-TAUPE,0,0,0,0,0,0,
6030-200-WHITE-S,,,4030707469,6030-200-WHITE-S,LD,6030-200-WHITE,0,0,0,0,0,0,
6030-300-NATURAL-S,,,4030707471,6030-300-NATURAL-S,LD,6030-300-NATURAL,0,0,0,0,0,0,
6030-29-MARINE-M,,,4030707472,6030-29-MARINE-M,LD,6030-29-MARINE,0,0,0,0,0,0,
6030-33-SAGE-M,,,4030707473,6030-33-SAGE-M,LD,6030-33-SAGE,0,0,0,0,0,0,
6030-33-SAGE-L,,,4030707474,6030-33-SAGE-L,LD,6030-33-SAGE,0,0,0,0,0,0,
6030-33-SAGE-XXL,,,4030707475,6030-33-SAGE-XXL,LD,6030-33-SAGE,0,0,0,0,0,0,
6030-200-BURGUNDY-S,,,4030707476,6030-200-BURGUNDY-S,LD,6030-200-BURGUNDY,0,0,0,0,0,0,
6030-200-BURGUNDY-M,,,4030707477,6030-200-BURGUNDY-M,LD,6030-200-BURGUNDY,0,0,0,0,0,0,
6030-200-BURGUNDY-L,,,4030707478,6030-200-BURGUNDY-L,LD,6030-200-BURGUNDY,0,0,0,0,0,0,
6030-200-BURGUNDY-XL,,,4030707479,6030-200-BURGUNDY-XL,LD,6030-200-BURGUNDY,0,0,0,0,0,0,
6030-200-BURGUNDY-XXL,,,4030707480,6030-200-BURGUNDY-XXL,LD,6030-200-BURGUNDY,0,0,0,0,0,0,
6030-200-NAVY-S,,,4030707481,6030-200-NAVY-S,LD,6030-200-NAVY,0,0,0,0,0,0,
6030-200-NAVY-M,,,4030707482,6030-200-NAVY-M,LD,6030-200-NAVY,0,0,0,0,0,0,
6030-200-NAVY-L,,,4030707483,6030-200-NAVY-L,LD,6030-200-NAVY,0,0,0,0,0,0,
6030-200-NAVY-XL,,,4030707484,6030-200-NAVY-XL,LD,6030-200-NAVY,0,0,0,0,0,0,
6091-110S-NAVY-M,,,4030707486,6091-110S-NAVY-M,LD,6091-110S-NAVY,0,0,0,0,0,0,
6091-110S-NAVY-L,,,4030707487,6091-110S-NAVY-L,LD,6091-110S-NAVY,0,0,0,0,0,0,
6191-378-SILVER-S,,,4030707488,6191-378-SILVER-S,LD,6191-378-SILVER,0,0,0,0,0,0,
6191-378-SILVER-M,,,4030707489,6191-378-SILVER-M,LD,6191-378-SILVER,0,0,0,0,0,0,
6191-378-SILVER-L,,,4030707490,6191-378-SILVER-L,LD,6191-378-SILVER,0,0,0,0,0,0,
6070-216/230-WHITE-S,,,4030707491,6070-216/230-WHITE-S,LD,6070-216/230-WHITE,0,0,0,0,0,0,
6070-216/230-WHITE-M,,,4030707492,6070-216/230-WHITE-M,LD,6070-216/230-WHITE,0,0,0,0,0,0,
6070-216/230-WHITE-L,,,4030707493,6070-216/230-WHITE-L,LD,6070-216/230-WHITE,0,0,0,0,0,0,
6070-216/230-WHITE-XL,,,4030707494,6070-216/230-WHITE-XL,LD,6070-216/230-WHITE,0,0,0,0,0,0,
6070-216/230-WHITE-XXL,,,4030707496,6070-216/230-WHITE-XXL,LD,6070-216/230-WHITE,0,0,0,0,0,0,
6070-218/212/233-NAVY-S,,,4030707499,Safe Harbor Solid Textured Short Sleeve Banded Bottom Shirt 6070-218/212/233-NAVY-S,LD,6070-218/212/233-NAVY,0,0,0,0,0,0,
6070-218/212/233-NAVY-M,,,4030707500,6070-218/212/233-NAVY-M/6070-249,LD,6070-218/212/233-NAVY,0,0,0,0,0,0,
6070-218/212/233-NAVY-L,,,7.84E+11,6070-218/212/233-NAVY-L/6070-249,LD,6070-218/212/233-NAVY,0,0,0,0,0,0,
6070-218/212-NAVY-XL,,,7.84E+11,Safe Harbor Solid Textured Short Sleeve Banded Bottom Shirt 6070-218/212/233-NAVY-XL/6070-249,LD,6070-218/212/233-NAVY,0,0,0,0,0,0,
6070-218/212/233-NAVY-XXL,,,7.84E+11,Safe Harbor Solid Textured Short Sleeve Banded Bottom Shirt 6070-218/212/233-NAVY-XXL/6070-249,LD,6070-218/212/233-NAVY,0,0,0,0,0,0,
6070-219-STONE-M,,,4030707505,6070-219-STONE-M,LD,6070-219-STONE,0,0,0,0,0,0,
6070-219-STONE-L,,,4030707506,6070-219-STONE-L,LD,6070-219-STONE,0,0,0,0,0,0,
6070-219-STONE-XL,,,4030707507,6070-219-STONE-XL,LD,6070-219-STONE,0,0,0,0,0,0,
6070-219-STONE-XXL,,,4030707508,6070-219-STONE-XXL,LD,6070-219-STONE,0,0,0,0,0,0,
6070-220-KHAKI-M,,,4030707509,6070-220-KHAKI-M,LD,6070-220-KHAKI,0,0,0,0,0,0,
6070-220-KHAKI-L,,,4030707510,6070-220-KHAKI-L,LD,6070-220-KHAKI,0,0,0,0,0,0,
6070-220-KHAKI-XL,,,4030707511,6070-220-KHAKI-XL,LD,6070-220-KHAKI,0,0,0,0,0,0,
6070-220-KHAKI-XXL,,,4030707512,6070-220-KHAKI-XXL,LD,6070-220-KHAKI,0,0,0,0,0,0,
6070-222-OLIVE-S,,,4030707513,6070-222-OLIVE-S,LD,6070-222-OLIVE,0,0,0,0,0,0,
6070-222-OLIVE-M,,,4030707514,6070-222-OLIVE-M,LD,6070-222-OLIVE,0,0,0,0,0,0,
6070-222-OLIVE-L,,,4030707515,6070-222-OLIVE-L,LD,6070-222-OLIVE,0,0,0,0,0,0,
6070-221-WHITE/OLIVE-M,,,4030707516,6070-221-WHITE/OLIVE-M,LD,6070-221-WHITE/OLIVE,0,0,0,0,0,0,
6070-221-WHITE/OLIVE-L,,,4030707517,6070-221-WHITE/OLIVE-L,LD,6070-221-WHITE/OLIVE,0,0,0,0,0,0,
6070-221-WHITE/OLIVE-XL,,,4030707518,6070-221-WHITE/OLIVE-XL,LD,6070-221-WHITE/OLIVE,0,0,0,0,0,0,
6070-221-WHITE/OLIVE-XXL,,,4030707519,6070-221-WHITE/OLIVE-XXL,LD,6070-221-WHITE/OLIVE,0,0,0,0,0,0,
6070-224-SAGE-XLT,,,4030707520,6070-224-SAGE-XLT,LD,6070-224-SAGE,0,0,0,0,0,0,
6070-224-SAGE-2XLT,,,4030707521,6070-224-SAGE-2XLT,LD,6070-224-SAGE,0,0,0,0,0,0,
6070-224-SAGE-3XLT,,,4030707522,6070-224-SAGE-3XLT,LD,6070-224-SAGE,0,0,0,0,0,0,
6070-223-LT.BLUE-S,,,4030707523,6070-223-LT.BLUE-S,LD,6070-223-LT.BLUE,0,0,0,0,0,0,
6070-223-LT.BLUE-M,,,4030707524,6070-223-LT.BLUE-M,LD,6070-223-LT.BLUE,0,0,0,0,0,0,
6070-223-LT.BLUE-L,,,4030707525,6070-223-LT.BLUE-L,LD,6070-223-LT.BLUE,0,0,0,0,0,0,
6070-223-LT.BLUE-XXL,,,4030707527,6070-223-LT.BLUE-XXL,LD,6070-223-LT.BLUE,0,0,0,0,0,0,
6070-225-OATMEAL-S,,,4030707528,6070-225-OATMEAL-S,LD,6070-225-OATMEAL,0,0,0,0,0,0,
6070-225-OATMEAL-M,,,4030707529,6070-225-OATMEAL-M,LD,6070-225-OATMEAL,0,0,0,0,0,0,
6070-225-OATMEAL-XL,,,4030707530,6070-225-OATMEAL-XL,LD,6070-225-OATMEAL,0,0,0,0,0,0,
6070-225-OATMEAL-XXL,,,4030707531,6070-225-OATMEAL-XXL,LD,6070-225-OATMEAL,0,0,0,0,0,0,
6070-227-GREEN-S,,,6.59E+11,6070-227-GREEN-S,LD,6070-227-GREEN,0,0,0,0,0,0,
6070-227-GREEN-M,,,7.84E+11,6070-227-GREEN-M,LD,6070-227-GREEN,0,0,0,0,0,0,
6070-227-GREEN-L,,,7.84E+11,6070-227-GREEN-L,LD,6070-227-GREEN,0,0,0,0,0,0,
6070-227-GREEN-XL,,,7.84E+11,6070-227-GREEN-XL,LD,6070-227-GREEN,0,0,0,0,0,0,
6070-227-GREEN-XXL,,,7.84E+11,6070-227-GREEN-XXL,LD,6070-227-GREEN,0,0,0,0,0,0,
6070-229-KHAKI-M,,,4030707537,6070-229-KHAKI-M,LD,6070-229-KHAKI,0,0,0,0,0,0,
6070-229-KHAKI-L,,,4030707538,6070-229-KHAKI-L,LD,6070-229-KHAKI,0,0,0,0,0,0,
6070-229-KHAKI-XXL,,,4030707539,6070-229-KHAKI-XXL,LD,6070-229-KHAKI,0,0,0,0,0,0,
6070-231-LT.BLUE-M,,,4030707540,6070-231-LT.BLUE-M,LD,6070-231-LT.BLUE,0,0,0,0,0,0,
6070-231-LT.BLUE-L,,,4030707541,6070-231-LT.BLUE-L,LD,6070-231-LT.BLUE,0,0,0,0,0,0,
6070-231-LT.BLUE-XL,,,4030707542,6070-231-LT.BLUE-XL,LD,6070-231-LT.BLUE,0,0,0,0,0,0,
6070-231-LT.BLUE-XXL,,,4030707543,6070-231-LT.BLUE-XXL,LD,6070-231-LT.BLUE,0,0,0,0,0,0,
6070-234-GREY-S,,,4030707544,6070-234-GREY-S,LD,6070-234-GREY,0,0,0,0,0,0,
6070-234-GREY-M,,,4030707545,6070-234-GREY-M,LD,6070-234-GREY,0,0,0,0,0,0,
6070-234-GREY-L,,,4030707546,6070-234-GREY-L,LD,6070-234-GREY,0,0,0,0,0,0,
6070-234-GREY-XXL,,,4030707548,6070-234-GREY-XXL,LD,6070-234-GREY,0,0,0,0,0,0,
6070-235-KHAKI-M,,,4030707549,6070-235-KHAKI-M,LD,6070-235-KHAKI,0,0,0,0,0,0,
6070-235-KHAKI-L,,,4030707550,6070-235-KHAKI-L,LD,6070-235-KHAKI,0,0,0,0,0,0,
6070-235-KHAKI-XL,,,4030707551,6070-235-KHAKI-XL,LD,6070-235-KHAKI,0,0,0,0,0,0,
6070-235-KHAKI-XXL,,,4030707552,6070-235-KHAKI-XXL,LD,6070-235-KHAKI,0,0,0,0,0,0,
6070-237-BLACK-0002,,,7.84E+11,6070-237-BLACK-M,LD,6070-237-BLACK,0,0,0,0,0,0,
6070-237-BLACK-0003,,,7.84E+11,6070-237-BLACK-L,LD,6070-237-BLACK,0,0,0,0,0,0,
6070-237-BLACK-0004,,,7.84E+11,6070-237-BLACK-XL,LD,6070-237-BLACK,0,0,0,0,0,0,
6070-237-BLACK-0005,,,7.84E+11,6070-237-BLACK-XXL,LD,6070-237-BLACK,0,0,0,0,0,0,
6090-BB783-BLACK-S,,,4030707557,6090-BB783-BLACK-S,LD,6090-BB783-BLACK,0,0,0,0,0,0,
6090-BB783-BLACK-M,,,4030707558,6090-BB783-BLACK-M,LD,6090-BB783-BLACK,0,0,0,0,0,0,
6090-BB783-BLACK-L,,,4030707559,6090-BB783-BLACK-L,LD,6090-BB783-BLACK,0,0,0,0,0,0,
6090-BB783-BLACK-XL,,,4030707560,6090-BB783-BLACK-XL,LD,6090-BB783-BLACK,0,0,0,0,0,0,
6090-BB783-BLACK-XXL,,,4030707561,6090-BB783-BLACK-XXL,LD,6090-BB783-BLACK,0,0,0,0,0,0,
6090-BB783-BLACK-XXXL,,,4030707562,6090-BB783-BLACK-XXXL,LD,6090-BB783-BLACK,0,0,0,0,0,0,
6090-BB783-GREY HT-M,,,4030707563,6090-BB783-GREY HT-M,LD,6090-BB783-GREY HT,0,0,0,0,0,0,
6090-BB783-SAGE-L,,,4030707564,6090-BB783-GREY HT-L,LD,6090-BB783-GREY HT,0,0,0,0,0,0,
6090-BB783-GREY HT-XL,,,4030707565,6090-BB783-GREY HT-XL,LD,6090-BB783-GREY HT,0,0,0,0,0,0,
6090-BB783-GREY HT-XXL,,,4030707566,6090-BB783-GREY HT-XXL,LD,6090-BB783-GREY HT,0,0,0,0,0,0,
6090-BB783-BLUE-M,,,4030707567,6090-BB783-BLUE-M,LD,6090-BB783-BLUE,0,0,0,0,0,0,
6090-BB783-BLUE-L,,,4030707568,6090-BB783-BLUE-L,LD,6090-BB783-BLUE,0,0,0,0,0,0,
6090-BB783-BLUE-XL,,,4030707569,6090-BB783-BLUE-XL,LD,6090-BB783-BLUE,0,0,0,0,0,0,
6090-BB783-BLUE-XXL,,,4030707570,6090-BB783-BLUE-XXL,LD,6090-BB783-BLUE,0,0,0,0,0,0,
6090-BB783-BLUE-XXXL,,,4030707571,6090-BB783-BLUE-XXXL,LD,6090-BB783-BLUE,0,0,0,0,0,0,
6090-450-BURGUNDY-M,,,4030707572,6090-450-BURGUNDY-M,LD,6090-450-BURGUNDY,0,0,0,0,0,0,
6090-720-LTBL-L,,,7.84E+11,6090-730-BLUE HT-L,LD,6090-730-BLUE HT,18,18,0,0,0,0,
6090-720-LTBL-XL,,,7.84E+11,6090-730-BLUE HT-XL,LD,6090-730-BLUE HT,222,222,0,0,0,0,
6090-720-LTBL-XXL,,,7.84E+11,6090-730-BLUE HT-XXL,LD,6090-730-BLUE HT,89,89,0,0,0,0,
6090-450-OLIVE-M,,,4030707577,6090-450-OLIVE-M,LD,6090-450-OLIVE,0,0,0,0,0,0,
6090-720-BURGUNDY-M,,,7.84E+11,6090-720-BURGUNDY-M,LD,6090-720-BURGUNDY,102,103,0,0,1,0,
6090-720-BURGUNDY-L,,,7.84E+11,6090-720-BURGUNDY-L,LD,6090-720-BURGUNDY,119,119,0,0,0,0,
6090-720-BURGUNDY-XL,,,7.84E+11,6090-720-BURGUNDY-XL,LD,6090-720-BURGUNDY,23,23,0,0,0,0,
6090-720-BURGUNDY-XXL,,,7.84E+11,6090-720-BURGUNDY-XXL,LD,6090-720-BURGUNDY,112,112,0,0,0,0,
6090-720-GREY HT-M,,,7.84E+11,6090-720-GREY HT-M,LD,6090-720-GREY HT,33,34,0,0,1,0,
6090-720-GREY HT-L,,,7.84E+11,6090-720-GREY HT-L,LD,6090-720-GREY HT,50,51,1,0,0,0,
6090-720-GREY HT-XL,,,7.84E+11,6090-720-GREY HT-XL,LD,6090-720-GREY HT,237,237,0,0,0,0,
6090-720-GREY HT-XXL,,,7.84E+11,6090-720-GREY HT-XXL,LD,6090-720-GREY HT,67,67,0,0,0,0,
6090-720-NAVY-M,,,7.84E+11,6090-720-NAVY-M,LD,6090-720-NAVY,71,72,0,0,1,0,
6090-720-NAVY-L,,,7.84E+11,6090-720-NAVY-L,LD,6090-720-NAVY,207,207,0,0,0,0,
6090-720-NAVY-XL,,,7.84E+11,6090-720-NAVY-XL,LD,6090-720-NAVY,377,377,0,0,0,0,
6090-720-NAVY-XXL,,,7.84E+11,6090-720-NAVY-XXL,LD,6090-720-NAVY,59,59,0,0,0,0,
6090-652-GREY-S,,,4030707590,6090-652-GREY-S,LD,6090-652-GREY,0,0,0,0,0,0,
6090-652-GREY-XXXL,,,4030707591,6090-652-GREY-XXXL,LD,6090-652-GREY,0,0,0,0,0,0,
6090-160-TAUPE-M,,,4030707592,6090-160-TAUPE-M,LD,6090-160-TAUPE,0,0,0,0,0,0,
6090-160-TAUPE-XL,,,4030707593,6090-160-TAUPE-XL,LD,6090-160-TAUPE,0,0,0,0,0,0,
6090-646-MOCHA-XL,,,4030707594,6090-646-MOCHA-XL,LD,6090-646-MOCHA,0,0,0,0,0,0,
6010-31-LT. BLUE-M,,,4030707597,6010-31-LT. BLUE-M,LD,6010-31-LT. BLUE,0,0,0,0,0,0,
6010-31-LT. BLUE-L,,,4030707598,6010-31-LT. BLUE-L,LD,6010-31-LT. BLUE,0,0,0,0,0,0,
6010-31-LT. BLUE-XXL,,,4030707599,6010-31-LT. BLUE-XXL,LD,6010-31-LT. BLUE,0,0,0,0,0,0,
6010-29-BLACK-M,,,4030707600,LD Sport S/S Tone on Tone Textured Knit Banded Bottom 6010-16 Black-M,LD,6010-29-BLACK,23,23,0,0,0,0,
6010-29-BLACK-L,,,4030707601,LD Sport S/S Tone on Tone Textured Knit Banded Bottom 6010-16 Black-L,LD,6010-29-BLACK,0,0,0,0,0,0,
6010-29-BLACK-XL,,,4030707602,LD Sport S/S Tone on Tone Textured Knit Banded Bottom 6010-16 Black-XL,LD,6010-29-BLACK,0,0,0,0,0,0,
6010-29-BLACK-XXL,,,4030707603,LD Sport S/S Tone on Tone Textured Knit Banded Bottom 6010-16 BlackXXL,LD,6010-29-BLACK,0,0,0,0,0,0,
6010-29-MELON-M,,,7.84E+11,Banded Bottom textured shirt by LD Sport - Melon - M,LD,6010-29-MELON,24,24,0,0,0,0,
6010-29-MELON-L,,,7.84E+11,Banded Bottom textured shirt by LD Sport - Melon - L,LD,6010-29-MELON,0,0,0,0,0,0,
6010-29-MELON-XL,,,4030707606,Banded Bottom textured shirt by LD Sport - Melon - XL,LD,6010-29-MELON,0,0,0,0,0,0,
6010-29-JADE-M,,,4030707607,LD Sport S/S Tone on Tone Textured Knit Banded Bottom- 6010-29-JADE-M,LD,6010-29-JADE,0,0,0,0,0,0,
6010-29-OCEAN-M,,,4030707608,6010-29-OCEAN-M,LD,6010-29-OCEAN,0,0,0,0,0,0,
6010-29-OCEAN-L,,,4030707609,6010-29-OCEAN-L,LD,6010-29-OCEAN,0,0,0,0,0,0,
6010-29-OCEAN-XL,,,4030707610,6010-29-OCEAN-XL,LD,6010-29-OCEAN,0,0,0,0,0,0,
6010-29-OCEAN-XXL,,,4030707611,6010-29-OCEAN-XXL,LD,6010-29-OCEAN,0,0,0,0,0,0,
6010-29-YELLOW-S,,,4030707612,6010-29-YELLOW-S,LD,6010-29-YELLOW,0,0,0,0,0,0,
6010-29-YELLOW-L,,,4030707613,6010-29-YELLOW-L,LD,6010-29-YELLOW,0,0,0,0,0,0,
6010-29-RED-M,,,7.84E+11,LD Sport Tone on Tone Textured Knit Short Sleeve Banded Bottom Shirt 6010-16-RED-M,LD,6010-29-RED,0,0,0,0,0,0,
6010-29-RED-L,,,4030707615,LD Sport Tone on Tone Textured Knit Short Sleeve Banded Bottom Shirt 6010-29-RED-L,LD,6010-29-RED,0,0,0,0,0,0,
6010-29-RED-XL,,,4030707616,LD Sport Tone on Tone Textured Knit Short Sleeve Banded Bottom Shirt 6010-16 Red-XL,LD,6010-29-RED,0,0,0,0,0,0,
