product_title,product_variant_title,product_variant_sku,quantity_sold,ending_quantity,quantity_sold_per_day
Bone Refills 45 Grams (4 Pack)®,Duck,F-DU,25,1000,0.37
Bone Refills 45 Grams (4 Pack)®,"Mix (Chicken, Beef, Duck, Liver)",F-MX,88,0,1.29
Bone Refills 45 Grams (4 Pack)®,Beef,F-BE,40,1000,0.59
Bone Refills 45 Grams (4 Pack)®,Chicken,F-CH,33,1000,0.49
Bone Refills 45 Grams (4 Pack)®,Liver,F-LI,21,1000,0.31
Bone Refills 45 Grams (4 Pack)®,Peanut Butter,F-PB,71,1000,1.04
Bone Refills 90 Grams (4 Pack)®,Liver,F-LI90,76,0,0.87
Bone Refills 90 Grams (4 Pack)®,Beef,F-BE90,117,0,1.34
Bone Refills 90 Grams (4 Pack)®,Chicken,F-CH90,104,45,1.2
Bone Refills 90 Grams (4 Pack)®,Duck,F-DU90,105,0,1.21
Bone Refills 90 Grams (4 Pack)®,"Mix (Chicken, Beef, Duck, Liver)",F-MX90,549,613,6.31
Freez Double,UP TO 140LBS DOGS / Purple,FD-P,61,1000,0.7
Freez Double,UP TO 140LBS DOGS / Navy,FD-N,68,1000,0.78
Freez Doughnut,UP TO 140LBS DOGS / Navy,FDN-N,622,1000,7.15
Freez Doughnut,UP TO 140LBS DOGS / Purple,FDN-P,672,1000,7.72
FreezLava,UP TO 140LBS DOGS / Light Blue,FL-N,51,137,3.64
FreezLava,UP TO 140LBS DOGS / Coral,FL-C,43,147,3.07
FreezLava Bundle 90 Grams Fillers,UP TO 140LBS DOGS / Light Blue,BUN-FL-N90,8,118,0.57
FreezLava Bundle 90 Grams Fillers,UP TO 140LBS DOGS / Coral,BUN-FL-C90,4,149,0.31
FreezStar,UP TO 140LBS DOGS / Navy,FST-N,566,1000,6.51
FreezStar,UP TO 140LBS DOGS / Coral,FST-C,549,1000,6.31
FreezStar Bundle 90 Grams Fillers,XL - UP TO 140LBS DOGS / Navy,BUN-FST-N90,36,13,0.86
FreezStar Bundle 90 Grams Fillers,XL - UP TO 140LBS DOGS / Coral,BUN-FST-C90,37,23,0.88
FreezStar Bundle 90 Grams Fillers,UP TO 140LBS DOGS / Navy,BUN-FST-N90,22,19,0.49
FreezStar Bundle 90 Grams Fillers,UP TO 140LBS DOGS / Coral,BUN-FST-C90,11,54,0.24
Freezball,M - UP TO 20 LBS DOGS / Purple,FB-PL,549,1000,11.44
Freezball,S - UP TO 25 LBS DOGS / Navy,FB-NS,318,218,8.15
Freezball,L - UP TO 40 LBS DOGS / Purple,FB-PL,665,42,17.05
Freezball,XL - UP TO 140 LBS DOGS / Purple,FB-PXL,2957,0,33.99
Freezball,S - UP TO 10 LBS DOGS / Purple,FB-PS,304,1000,6.33
Freezball,L - UP TO 40 LBS DOGS / Navy,FB-NL,624,106,16
Freezball,XL - UP TO 140 LBS DOGS / Navy,FB-NXL,2001,0,23
Freezball,S - UP TO 10 LBS DOGS / Navy,FB-NS,240,1000,5
Freezball,M - UP TO 20 LBS DOGS / Navy,FB-NL,578,1000,12.04
Freezball,S - UP TO 25 LBS DOGS / Purple,FB-PS,420,95,10.77
Freezball Bundle 45 Grams Fillers,XL - UP TO 140LBS DOGS / Purple,BUN-FB-PXL,14,0,0.16
Freezball Bundle 45 Grams Fillers,S - UP TO 25LBS DOGS / Purple,BUN-FB-PS,13,0,0.33
Freezball Bundle 45 Grams Fillers,S - UP TO 10LBS DOGS / Navy,BUN-FB-NS,3,1,0.06
Freezball Bundle 45 Grams Fillers,XL - UP TO 140LBS DOGS / Navy,BUN-FB-NXL,18,0,0.21
Freezball Bundle 45 Grams Fillers,M - UP TO 20LBS DOGS / Navy,BUN-FB-NL,3,1,0.06
Freezball Bundle 45 Grams Fillers,M - UP TO 20LBS DOGS / Purple,BUN-FB-PL,1,1,0.02
Freezball Bundle 45 Grams Fillers,L - UP TO 40LBS DOGS / Purple,BUN-FB-PL,8,0,0.21
Freezball Bundle 45 Grams Fillers,S - UP TO 10LBS DOGS / Purple,BUN-FB-PS,5,1,0.1
Freezball Bundle 45 Grams Fillers,L - UP TO 40LBS DOGS / Navy,BUN-FB-NL,5,0,0.13
Freezball Bundle 45 Grams Fillers,S - UP TO 25LBS DOGS / Navy,BUN-FB-NS,18,0,0.46
Freezball Bundle 90 Grams Fillers,S - UP TO 10LBS DOGS / Navy,BUN-FB-NS90,36,214,0.75
Freezball Bundle 90 Grams Fillers,L - UP TO 40LBS DOGS / Purple,BUN-FB-PL90,98,43,2.51
Freezball Bundle 90 Grams Fillers,S - UP TO 25LBS DOGS / Purple,BUN-FB-PS90,68,43,1.74
Freezball Bundle 90 Grams Fillers,M - UP TO 20LBS DOGS / Purple,BUN-FB-PL90,111,287,2.31
Freezball Bundle 90 Grams Fillers,XL - UP TO 140LBS DOGS / Navy,BUN-FB-NXL90,411,0,4.72
Freezball Bundle 90 Grams Fillers,M - UP TO 20LBS DOGS / Navy,BUN-FB-NL90,86,318,1.79
Freezball Bundle 90 Grams Fillers,S - UP TO 10LBS DOGS / Purple,BUN-FB-PS90,35,149,0.73
Freezball Bundle 90 Grams Fillers,L - UP TO 40LBS DOGS / Navy,BUN-FB-NL90,87,43,2.23
Freezball Bundle 90 Grams Fillers,S - UP TO 25LBS DOGS / Navy,BUN-FB-NS90,59,43,1.51
Freezball Bundle 90 Grams Fillers,XL - UP TO 140LBS DOGS / Purple,BUN-FB-PXL90,304,0,3.49
Freezbone,Brown / L - Up to 140lbs Dogs,B-BL,58,1000,0.67
Freezbone,Navy / L - Up to 140lbs Dogs,B-NL,52,1000,0.6
Freezbone,Brown / S - Up to 60lbs Dogs,B-BS,46,1000,0.53
Freezbone,Purple / S - Up to 60lbs Dogs,B-PS,52,1000,0.6
Freezbone,Navy / S - Up to 60lbs Dogs,B-NS,34,1000,0.39
Freezbone,Purple / L - Up to 140lbs Dogs,B-PL,58,1000,0.67
Freezbone Bundle 45 Grams Fillers,Purple / L - Up to 140lbs Dogs,BUN-B-PL,1,0,0.02
Freezbone Bundle 45 Grams Fillers,Navy / L - Up to 100lbs Dogs,BUN-B-NL,1,1,0.02
Freezbone Bundle 45 Grams Fillers,Purple / L - Up to 100lbs Dogs,BUN-B-PL,1,1,0.02
Freezbone Bundle 45 Grams Fillers,Brown / S - Up to 30lbs Dogs,BUN-B-BS,1,1,0.02
