product_title,product_variant_title,product_variant_sku,quantity_sold,ending_quantity,quantity_sold_per_day
Freezball,XL - UP TO 140 LBS DOGS / Purple,FB-PXL,924,62,29.81
Freezball,XL - UP TO 140 LBS DOGS / Navy,FB-NXL,807,75,26.03
Freezball,L - UP TO 40 LBS DOGS / Navy,FB-NL,725,56,23.39
Freezball,L - UP TO 40 LBS DOGS / Purple,FB-PL,670,77,21.61
Freezball,S - UP TO 25 LBS DOGS / Purple,FB-PS,405,0,13.06
Freezball,S - UP TO 25 LBS DOGS / Navy,FB-NS,395,51,12.74
Bone Refills 90 Grams (4 Pack)®,"Mix (Chicken, Beef, Duck, Liver)",F-MX90,222,569,7.16
Freez Doughnut,UP TO 140LBS DOGS / Purple,FDN-P,169,552,5.45
Freez Doughnut,UP TO 140LBS DOGS / Navy,FDN-N,162,640,5.23
FreezStar,UP TO 140LBS DOGS / Navy,FST-N,153,8,4.94
Freezbox,UP TO 140LBS DOGS / Purple,FBX-P,137,185,4.42
FreezStar,UP TO 140LBS DOGS / Coral,FST-C,130,31,4.19
Freezbox,UP TO 140LBS DOGS / Navy,FBX-N,108,96,3.48
Freezstick,L - UP TO 140LBS DOGS / Purple,FS-PL,56,311,1.81
Bone Refills 45 Grams (4 Pack)®,"Mix (Chicken, Beef, Duck, Liver)",F-MX,55,469,1.77
Freezstick,S - UP TO 60LBS DOGS / Purple,FS-PS,54,253,1.74
Freezstick,L - UP TO 140LBS DOGS / Navy,FS-NL,53,275,1.71
Freezstick,S - UP TO 60LBS DOGS / Navy,FS-NS,52,344,1.68
Freezdoughnut Bundle 90 Gram Fillers,L - UP TO 140LBS DOGS / Purple,BUN-FDN-P90,29,552,0.94
Bone Refills 90 Grams (4 Pack)®,Duck,F-DU90,27,291,0.87
Bone Refills 90 Grams (4 Pack)®,Beef,F-BE90,26,185,0.84
Freezball Bundle 90 Grams Fillers,L - UP TO 40LBS DOGS / Navy,BUN-FB-NL90,24,56,0.77
Freezball Bundle 90 Grams Fillers,XL - UP TO 140LBS DOGS / Navy,BUN-FB-NXL90,22,75,0.71
Freezball Bundle 90 Grams Fillers,XL - UP TO 140LBS DOGS / Purple,BUN-FB-PXL90,20,62,0.65
Bone Refills 90 Grams (4 Pack)®,Chicken,F-CH90,20,164,0.65
Freezball Bundle 90 Grams Fillers,L - UP TO 40LBS DOGS / Purple,BUN-FB-PL90,19,77,0.61
Freez Double,UP TO 140LBS DOGS / Navy,FD-N,18,145,0.58
Freezbone,Brown / L - Up to 140lbs Dogs,B-BL,16,102,0.52
Freezbone,Navy / S - Up to 60lbs Dogs,B-NS,16,371,0.52
Bone Refills 45 Grams (4 Pack)®,Peanut Butter,F-PB,16,327,0.52
Freez Double,UP TO 140LBS DOGS / Purple,FD-P,16,170,0.52
FreezStar Bundle 90 Grams Fillers,XL - UP TO 140LBS DOGS / Coral,BUN-FST-C90,15,31,0.48
Freezbone,Navy / L - Up to 140lbs Dogs,B-NL,14,135,0.45
Freezdoughnut Bundle 90 Gram Fillers,L - UP TO 140LBS DOGS / Navy,BUN-FDN-N90,13,569,0.42
Freezbone,Purple / L - Up to 140lbs Dogs,B-PL,13,148,0.42
Freezbone,Brown / S - Up to 60lbs Dogs,B-BS,13,111,0.42
FreezStar Bundle 90 Grams Fillers,XL - UP TO 140LBS DOGS / Navy,BUN-FST-N90,13,8,0.42
Bone Refills 90 Grams (4 Pack)®,Liver,F-LI90,12,186,0.39
Freezbone,Purple / S - Up to 60lbs Dogs,B-PS,11,332,0.35
Freezball Bundle 90 Grams Fillers,S - UP TO 25LBS DOGS / Navy,BUN-FB-NS90,11,51,0.35
Bone Refills 45 Grams (4 Pack)®,Chicken,F-CH,9,54,0.29
Freezball Bundle 90 Grams Fillers,S - UP TO 25LBS DOGS / Purple,BUN-FB-PS90,9,0,0.29
Freezbox Bundle 45 Grams Fillers,XL - UP TO 140LBS DOGS / Navy,BUN-FBX-N,8,96,0.26
Freezstick Bundle 90 Gram Fillers,S - UP TO 60LBS DOGS / Purple,BUN-FS-PS90,8,253,0.26
Freezbox Bundle 90 Grams Fillers,XL - UP TO 140LBS DOGS / Navy,BUN-FBX-N90,8,96,0.26
Freezbox Bundle 90 Grams Fillers,XL - UP TO 140LBS DOGS / Purple,,4,325,0.24
Freezball Bundle 45 Grams Fillers,S - UP TO 25LBS DOGS / Navy,BUN-FB-NS,7,51,0.23
Bone Refills 45 Grams (4 Pack)®,Beef,F-BE,7,87,0.23
Freezdoughnut Bundle 45 Grams Fillers,L - UP TO 140LBS DOGS / Purple,BUN-FDN-P,7,469,0.23
Bone Refills 45 Grams (4 Pack)®,Duck,F-DU,6,57,0.19
Freezstick Bundle 90 Gram Fillers,L - UP TO 140LBS DOGS / Purple,BUN-FS-PL90,6,569,0.19
Freezbox Bundle 45 Grams Fillers,XL - UP TO 140LBS DOGS / Purple,BUN-FBX-P,5,185,0.16
Freezbone Bundle 90 Grams Fillers,Purple / S - Up to 60lbs Dogs,BUN-B-PS90,5,332,0.16
Freezball Bundle 45 Grams Fillers,XL - UP TO 140LBS DOGS / Navy,BUN-FB-NXL,4,75,0.13
Freezdoughnut Bundle 45 Grams Fillers,L - UP TO 140LBS DOGS / Navy,BUN-FDN-N,4,469,0.13
Freezstick Bundle 90 Gram Fillers,L - UP TO 140LBS DOGS / Navy,BUN-FS-NL90,4,275,0.13
Freezstick Bundle 45 Grams Fillers,S - UP TO 60LBS DOGS / Navy,BUN-FS-NS,4,344,0.13
Freezstick Bundle 90 Gram Fillers,S - UP TO 60LBS DOGS / Navy,BUN-FS-NS90,4,344,0.13
Freezball Bundle 45 Grams Fillers,XL - UP TO 140LBS DOGS / Purple,BUN-FB-PXL,3,62,0.1
Freezball Bundle 45 Grams Fillers,L - UP TO 40LBS DOGS / Purple,BUN-FB-PL,3,77,0.1
Freezball Bundle 45 Grams Fillers,S - UP TO 25LBS DOGS / Purple,BUN-FB-PS,3,0,0.1
Freezbox Bundle 90 Grams Fillers,XL - UP TO 140LBS DOGS / Purple,BUN-FBX-P90,1,333,0.07
Freezbone Bundle 90 Grams Fillers,Purple / L - Up to 140lbs Dogs,BUN-B-PL90,2,148,0.06
Bone Refills 45 Grams (4 Pack)®,Liver,F-LI,2,159,0.06
Freezbone Bundle 90 Grams Fillers,Navy / S - Up to 60lbs Dogs,BUN-B-NS90,2,371,0.06
Freezdouble Bundle 90 Gram Fillers,L - UP TO 140LBS DOGS / Purple,BUN-FD-P90,2,396,0.06
Freezbone Bundle 45 Grams Fillers,Purple / S - Up to 60lbs Dogs,BUN-B-PS,1,332,0.03
Freezbone Bundle 90 Grams Fillers,Navy / L - Up to 140lbs Dogs,BUN-B-NL90,1,135,0.03
Freezdouble Bundle 90 Gram Fillers,L - UP TO 140LBS DOGS / Navy,BUN-FD-N90,1,170,0.03
Freezbone Bundle 45 Grams Fillers,Navy / S - Up to 60lbs Dogs,BUN-B-NS,1,371,0.03
Freezball Bundle 45 Grams Fillers,L - UP TO 40LBS DOGS / Navy,BUN-FB-NL,1,56,0.03
Freezstick Bundle 45 Grams Fillers,L - UP TO 140LBS DOGS / Navy,BUN-FS-NL,1,275,0.03
Freezbone Bundle 45 Grams Fillers,Brown / S - Up to 60lbs Dogs,BUN-B-BS,1,111,0.03
Freezbone Bundle 90 Grams Fillers,Brown / L - Up to 140lbs Dogs,BUN-B-BL90,1,102,0.03
Freezstick Bundle 45 Grams Fillers,S - UP TO 60LBS DOGS / Purple,BUN-FS-PS,1,253,0.03
Freezstick Bundle 45 Grams Fillers,L - UP TO 140LBS DOGS / Purple,BUN-FS-PL,1,311,0.03
