product_title,product_variant_title,product_variant_sku,quantity_sold,ending_quantity,quantity_sold_per_day
Bone Refills 45 Grams (4 Pack)®,"Mix (Chicken, Beef, Duck, Liver)",F-MX,47,487,1.68
Bone Refills 45 Grams (4 Pack)®,Peanut Butter,F-PB,13,330,0.46
Bone Refills 45 Grams (4 Pack)®,Liver,F-LI,1,160,0.04
Bone Refills 45 Grams (4 Pack)®,Beef,F-BE,6,88,0.21
Bone Refills 45 Grams (4 Pack)®,Duck,F-DU,5,58,0.18
Bone Refills 45 Grams (4 Pack)®,Chicken,F-CH,9,54,0.32
Bone Refills 90 Grams (4 Pack)®,"Mix (Chicken, Beef, Duck, Liver)",F-MX90,191,652,6.82
Bone Refills 90 Grams (4 Pack)®,Liver,F-LI90,8,190,0.29
Bone Refills 90 Grams (4 Pack)®,Duck,F-DU90,22,298,0.79
Bone Refills 90 Grams (4 Pack)®,Beef,F-BE90,25,188,0.89
Bone Refills 90 Grams (4 Pack)®,Chicken,F-CH90,21,164,0.75
Freez Double,UP TO 140LBS DOGS / Navy,FD-N,14,150,0.5
Freez Double,UP TO 140LBS DOGS / Purple,FD-P,18,171,0.64
Freez Doughnut,UP TO 140LBS DOGS / Navy,FDN-N,126,683,4.5
Freez Doughnut,UP TO 140LBS DOGS / Purple,FDN-P,139,590,4.96
FreezStar,UP TO 140LBS DOGS / Coral,FST-C,104,63,3.71
FreezStar,UP TO 140LBS DOGS / Navy,FST-N,107,62,3.82
FreezStar Bundle 90 Grams Fillers,XL - UP TO 140LBS DOGS / Coral,BUN-FST-C90,12,63,0.43
FreezStar Bundle 90 Grams Fillers,XL - UP TO 140LBS DOGS / Navy,BUN-FST-N90,9,62,0.32
Freezball,L - UP TO 40 LBS DOGS / Navy,FB-NL,640,0,22.86
Freezball,L - UP TO 40 LBS DOGS / Purple,FB-PL,605,0,21.61
Freezball,S - UP TO 25 LBS DOGS / Purple,FB-PS,363,0,12.96
Freezball,XL - UP TO 140 LBS DOGS / Navy,FB-NXL,678,0,24.21
Freezball,XL - UP TO 140 LBS DOGS / Purple,FB-PXL,779,0,27.82
Freezball,S - UP TO 25 LBS DOGS / Navy,FB-NS,361,0,12.89
Freezball Bundle 45 Grams Fillers,L - UP TO 40LBS DOGS / Navy,BUN-FB-NL,1,0,0.04
Freezball Bundle 45 Grams Fillers,XL - UP TO 140LBS DOGS / Purple,BUN-FB-PXL,0,0,0
Freezball Bundle 45 Grams Fillers,S - UP TO 25LBS DOGS / Navy,BUN-FB-NS,7,0,0.25
Freezball Bundle 45 Grams Fillers,L - UP TO 40LBS DOGS / Purple,BUN-FB-PL,3,0,0.11
Freezball Bundle 45 Grams Fillers,S - UP TO 25LBS DOGS / Purple,BUN-FB-PS,2,0,0.07
Freezball Bundle 45 Grams Fillers,XL - UP TO 140LBS DOGS / Navy,BUN-FB-NXL,3,0,0.11
Freezball Bundle 90 Grams Fillers,S - UP TO 25LBS DOGS / Purple,BUN-FB-PS90,8,0,0.29
Freezball Bundle 90 Grams Fillers,S - UP TO 25LBS DOGS / Navy,BUN-FB-NS90,9,0,0.32
Freezball Bundle 90 Grams Fillers,L - UP TO 40LBS DOGS / Purple,BUN-FB-PL90,14,0,0.5
Freezball Bundle 90 Grams Fillers,L - UP TO 40LBS DOGS / Navy,BUN-FB-NL90,20,0,0.71
Freezball Bundle 90 Grams Fillers,XL - UP TO 140LBS DOGS / Navy,BUN-FB-NXL90,11,0,0.39
Freezball Bundle 90 Grams Fillers,XL - UP TO 140LBS DOGS / Purple,BUN-FB-PXL90,13,0,0.46
Freezbone,Navy / L - Up to 140lbs Dogs,B-NL,13,138,0.46
Freezbone,Purple / S - Up to 60lbs Dogs,B-PS,10,335,0.36
Freezbone,Brown / S - Up to 60lbs Dogs,B-BS,10,114,0.36
Freezbone,Brown / L - Up to 140lbs Dogs,B-BL,13,105,0.46
Freezbone,Purple / L - Up to 140lbs Dogs,B-PL,14,151,0.5
Freezbone,Navy / S - Up to 60lbs Dogs,B-NS,16,372,0.57
Freezbone Bundle 45 Grams Fillers,Purple / L - Up to 140lbs Dogs,BUN-B-PL,0,151,0
Freezbone Bundle 45 Grams Fillers,Purple / S - Up to 60lbs Dogs,BUN-B-PS,1,335,0.04
Freezbone Bundle 45 Grams Fillers,Navy / L - Up to 140lbs Dogs,BUN-B-NL,0,138,0
Freezbone Bundle 45 Grams Fillers,Brown / S - Up to 60lbs Dogs,BUN-B-BS,1,114,0.04
Freezbone Bundle 45 Grams Fillers,Brown / L - Up to 140lbs Dogs,BUN-B-BL,0,105,0
Freezbone Bundle 45 Grams Fillers,Navy / S - Up to 60lbs Dogs,BUN-B-NS,1,372,0.04
Freezbone Bundle 90 Grams Fillers,Purple / S - Up to 60lbs Dogs,BUN-B-PS90,4,335,0.14
Freezbone Bundle 90 Grams Fillers,Brown / S - Up to 60lbs Dogs,BUN-B-BS90,1,114,0.04
Freezbone Bundle 90 Grams Fillers,Navy / S - Up to 60lbs Dogs,BUN-B-NS90,2,372,0.07
Freezbone Bundle 90 Grams Fillers,Purple / L - Up to 140lbs Dogs,BUN-B-PL90,1,151,0.04
Freezbone Bundle 90 Grams Fillers,Navy / L - Up to 140lbs Dogs,BUN-B-NL90,1,138,0.04
Freezbone Bundle 90 Grams Fillers,Brown / L - Up to 140lbs Dogs,BUN-B-BL90,1,105,0.04
Freezbox,UP TO 140LBS DOGS / Navy,FBX-N,79,133,2.82
Freezbox,UP TO 140LBS DOGS / Purple,FBX-P,95,233,3.39
Freezbox Bundle 45 Grams Fillers,XL - UP TO 140LBS DOGS / Purple,BUN-FBX-P,4,233,0.14
Freezbox Bundle 45 Grams Fillers,XL - UP TO 140LBS DOGS / Navy,BUN-FBX-N,7,133,0.25
