,Product Variant SKU,Total Quantity Sold,Cost,Price,ending_quantity,Daily Sales Rate,Days of Inventory,Total Cost,Gross Revenue,Target Sale Per Unit,Order Date,Order Amount,Incoming order,Purchase Amount,Real Cost
0,B-BL,15,2.17,18.95,100,0.5,200.0,33.0,284.0,11.0,,,0.0,0.0,0.0
1,B-BS,12,1.61,14.95,111,0.4,277.5,19.0,179.0,9.0,,,0.0,0.0,0.0
2,B-NL,10,2.17,18.95,134,0.3333333333333333,402.0,22.0,190.0,8.0,,,0.0,0.0,0.0
3,B-NS,10,1.61,14.95,371,0.3333333333333333,1113.0,16.0,150.0,8.0,,,0.0,0.0,0.0
4,B-PL,13,2.17,18.95,147,0.43333333333333335,339.2307692307692,28.0,246.0,10.0,,,0.0,0.0,0.0
5,B-PS,19,1.61,14.95,327,0.6333333333333333,516.3157894736843,31.0,284.0,14.0,,,0.0,0.0,0.0
6,FB-NXL,1028,3.27,22.95,61,34.266666666666666,1.7801556420233464,3362.0,23593.0,783.0,2024-06-10,200.0,200.0,522.0,1707.0
7,FB-NL,820,1.58,18.95,177,27.333333333333332,6.475609756097561,1296.0,15539.0,625.0,2024-06-11,200.0,200.0,248.0,392.0
8,FB-NS,438,1.3,14.95,209,14.6,14.315068493150685,569.0,6548.0,334.0,2024-06-12,200.0,200.0,0.0,0.0
9,FB-PXL,1019,3.27,22.95,0,33.96666666666667,0.0,3332.0,23386.0,777.0,2024-06-13,200.0,200.0,577.0,1887.0
10,FB-PL,765,1.58,18.95,174,25.5,6.823529411764706,1209.0,14497.0,583.0,2024-06-14,200.0,200.0,209.0,330.0
11,FB-PS,463,1.3,14.95,129,15.433333333333334,8.3585313174946,602.0,6922.0,353.0,2024-06-15,200.0,200.0,24.0,31.0
12,FD-N,18,2.86,13.95,143,0.6,238.33333333333334,51.0,251.0,14.0,,,0.0,0.0,0.0
13,FD-P,20,2.86,13.95,167,0.6666666666666666,250.5,57.0,279.0,15.0,,,0.0,0.0,0.0
14,FDN-N,197,2.33,16.95,605,6.566666666666666,92.13197969543148,459.0,3339.0,150.0,,,0.0,0.0,0.0
15,FDN-P,228,2.33,16.95,504,7.6,66.31578947368422,531.0,3865.0,174.0,,,0.0,0.0,0.0
16,FS-NL,57,3.89,22.95,268,1.9,141.05263157894737,222.0,1308.0,43.0,,,0.0,0.0,0.0
17,FS-NS,57,3.51,18.95,337,1.9,177.3684210526316,200.0,1080.0,43.0,,,0.0,0.0,0.0
18,FS-PL,68,3.89,22.95,298,2.2666666666666666,131.47058823529412,265.0,1561.0,52.0,,,0.0,0.0,0.0
19,FS-PS,58,3.51,18.95,241,1.9333333333333333,124.6551724137931,204.0,1099.0,44.0,,,0.0,0.0,0.0
20,FBX-N,151,3.57,22.95,64,5.033333333333333,12.715231788079471,539.0,3465.0,115.0,,,0.0,51.0,182.0
21,FBX-P,161,3.57,22.95,151,5.366666666666666,28.13664596273292,575.0,3695.0,123.0,,,0.0,0.0,0.0
22,FST-C,161,2.7,18.95,0,5.366666666666666,0.0,435.0,3051.0,123.0,,,0.0,123.0,332.0
23,FST-N,156,2.7,18.95,0,5.2,0.0,421.0,2956.0,119.0,,,0.0,119.0,321.0
24,F-BE90,22,2.1,14.95,183,0.7333333333333333,249.54545454545456,46.0,329.0,17.0,,,0.0,0.0,0.0
25,F-CH90,15,2.1,14.95,163,0.5,326.0,32.0,224.0,11.0,,,0.0,0.0,0.0
26,F-DU90,28,2.1,14.95,289,0.9333333333333333,309.6428571428571,59.0,419.0,21.0,,,0.0,0.0,0.0
27,F-LI90,12,2.1,14.95,185,0.4,462.5,25.0,179.0,9.0,,,0.0,0.0,0.0
28,F-MX90,645,2.1,14.95,361,21.5,16.790697674418606,1354.0,9643.0,492.0,2024-06-05,1000.0,1000.0,0.0,0.0
29,F-BE,8,1.8,12.95,86,0.26666666666666666,322.5,14.0,104.0,6.0,,,0.0,0.0,0.0
30,F-CH,9,1.8,12.95,54,0.3,180.0,16.0,117.0,7.0,,,0.0,0.0,0.0
31,F-DU,5,1.8,12.95,57,0.16666666666666666,342.0,9.0,65.0,4.0,,,0.0,0.0,0.0
32,F-LI,0,1.8,12.95,159,0.0,inf,0.0,0.0,0.0,,,0.0,0.0,0.0
33,F-MX,165,1.8,12.95,450,5.5,81.81818181818181,297.0,2137.0,126.0,,,0.0,0.0,0.0
34,F-PB,18,1.8,12.95,323,0.6,538.3333333333334,32.0,233.0,14.0,,,0.0,0.0,0.0
