,B-BL,B-BS,B-NL,FB-NXL,FB-NL,FB-PXL,FB-PL,FD-P,FDN-N,FDN-P,FS-NL,FS-NS,FS-PL,FS-PS,FBX-N,FBX-P,FST-C,FST-N,FL-C,FL-N,F-BE90,F-CH90,F-DU90,F-LI90,F-MX90,F-PB
2024-09-09,9.428571428571415,42.14285714285719,63.14285714285709,0.0,719.5714285714283,0.0,400.5714285714283,83.71428571428562,0.0,0.0,22.14285714285709,234.0,120.71428571428582,36.14285714285708,0.0,0.0,30.714285714285744,188.1428571428573,0.0,54.142857142857096,187.14285714285725,175.5714285714285,188.4285714285715,189.71428571428575,2185.285714285716,76.42857142857142
2024-09-10,7.857142857142843,41.285714285714334,61.285714285714235,2436.8571428571427,705.1428571428569,2456.0,384.1428571428569,82.42857142857133,387.14285714285717,396.2857142857143,13.285714285714231,229.0,112.42857142857153,27.285714285714224,184.0,180.14285714285714,318.42857142857144,477.2857142857145,0.0,48.28571428571424,185.71428571428584,172.85714285714278,187.14285714285722,188.5714285714286,2161.4285714285734,71.85714285714285
2024-09-11,6.285714285714272,40.42857142857148,59.42857142857138,2373.7142857142853,690.7142857142854,2412.0,367.71428571428544,81.14285714285704,374.28571428571433,392.57142857142856,4.428571428571374,224.0,104.14285714285724,18.428571428571367,168.0,160.28571428571428,306.14285714285717,466.4285714285717,0.0,42.42857142857139,184.28571428571442,170.14285714285705,185.85714285714295,187.42857142857147,2137.5714285714307,67.28571428571428
2024-09-12,4.714285714285701,39.571428571428626,57.57142857142853,2310.571428571428,676.285714285714,2368.0,351.285714285714,79.85714285714275,361.4285714285715,388.85714285714283,0.0,219.0,95.85714285714295,9.571428571428509,152.0,140.42857142857142,293.8571428571429,455.57142857142884,0.0,36.571428571428534,182.857142857143,167.42857142857133,184.57142857142867,186.28571428571433,2113.714285714288,62.71428571428571
2024-09-13,3.14285714285713,38.71428571428577,55.71428571428567,2247.4285714285706,661.8571428571425,2324.0,334.85714285714255,78.57142857142846,348.57142857142867,385.1428571428571,0.0,214.0,87.57142857142865,0.7142857142856514,136.0,120.57142857142856,281.5714285714286,444.714285714286,0.0,30.714285714285676,181.4285714285716,164.7142857142856,183.2857142857144,185.1428571428572,2089.8571428571454,58.14285714285714
2024-09-14,1.5714285714285585,37.85714285714292,53.85714285714282,2184.2857142857133,647.4285714285711,2280.0,318.4285714285711,77.28571428571416,335.71428571428584,381.4285714285714,0.0,209.0,79.28571428571436,0.0,120.0,100.7142857142857,269.28571428571433,433.8571428571432,0.0,24.85714285714282,180.00000000000017,161.9999999999999,182.0000000000001,184.00000000000006,2066.0000000000027,53.57142857142857
2024-09-15,0.0,37.000000000000064,51.999999999999964,2121.142857142856,632.9999999999997,2236.0,301.99999999999966,75.99999999999987,322.857142857143,377.71428571428567,0.0,204.0,71.00000000000007,0.0,104.0,80.85714285714283,257.00000000000006,423.00000000000034,0.0,18.99999999999996,178.57142857142875,159.28571428571416,180.71428571428584,182.85714285714292,2042.1428571428598,49.0
2024-09-16,0.0,36.14285714285721,50.14285714285711,2057.9999999999986,618.5714285714282,2192.0,285.5714285714282,74.71428571428558,310.00000000000017,373.99999999999994,0.0,199.0,62.714285714285786,0.0,88.0,60.99999999999997,244.71428571428578,412.1428571428575,0.0,13.142857142857103,177.14285714285734,156.57142857142844,179.42857142857156,181.71428571428578,2018.285714285717,44.42857142857143
2024-09-17,0.0,35.285714285714356,48.285714285714256,1994.8571428571415,604.1428571428568,2148.0,269.14285714285677,73.42857142857129,297.14285714285734,370.2857142857142,0.0,194.0,54.4285714285715,0.0,72.0,41.14285714285711,232.4285714285715,401.2857142857147,0.0,7.2857142857142465,175.71428571428592,153.85714285714272,178.14285714285728,180.57142857142864,1994.428571428574,39.85714285714286
2024-09-18,0.0,34.4285714285715,46.4285714285714,1931.7142857142844,589.7142857142853,2104.0,252.71428571428535,72.142857142857,284.2857142857145,366.5714285714285,0.0,189.0,46.14285714285722,0.0,56.0,21.285714285714253,220.14285714285722,390.42857142857184,0.0,1.4285714285713897,174.2857142857145,151.142857142857,176.857142857143,179.4285714285715,1970.5714285714312,35.28571428571429
2024-09-19,0.0,33.57142857142865,44.57142857142855,1868.5714285714273,575.2857142857139,2060.0,236.28571428571394,70.8571428571427,271.4285714285717,362.8571428571428,0.0,184.0,37.85714285714293,0.0,40.0,1.428571428571395,207.85714285714295,379.571428571429,0.0,0.0,172.8571428571431,148.42857142857127,175.57142857142873,178.28571428571436,1946.7142857142883,30.714285714285722
2024-09-20,0.0,32.71428571428579,42.714285714285694,1805.4285714285702,560.8571428571424,2016.0,219.85714285714252,69.57142857142841,258.57142857142884,359.14285714285705,0.0,179.0,29.571428571428648,0.0,24.0,0.0,195.57142857142867,368.7142857142862,0.0,0.0,171.42857142857167,145.71428571428555,174.28571428571445,177.14285714285722,1922.8571428571454,26.142857142857153
2024-09-21,0.0,31.857142857142936,40.85714285714284,1742.285714285713,546.428571428571,1972.0,203.4285714285711,68.28571428571412,245.71428571428598,355.42857142857133,0.0,174.0,21.285714285714363,0.0,8.0,0.0,183.2857142857144,357.85714285714334,0.0,0.0,170.00000000000026,142.99999999999983,173.00000000000017,176.00000000000009,1899.0000000000025,21.571428571428584
2024-09-22,0.0,31.000000000000078,38.999999999999986,1679.142857142856,531.9999999999995,1928.0,186.9999999999997,66.99999999999983,232.85714285714312,351.7142857142856,0.0,169.0,13.000000000000076,0.0,0.0,0.0,171.0000000000001,347.0000000000005,0.0,0.0,168.57142857142884,140.2857142857141,171.7142857142859,174.85714285714295,1875.1428571428596,17.000000000000014
2024-09-23,0.0,30.14285714285722,37.14285714285713,1615.9999999999989,517.5714285714281,1884.0,170.57142857142827,65.71428571428554,220.00000000000026,347.9999999999999,0.0,164.0,4.71428571428579,0.0,0.0,0.0,158.71428571428584,336.1428571428577,0.0,0.0,167.14285714285742,137.57142857142838,170.42857142857162,173.7142857142858,1851.2857142857167,12.428571428571443
2024-09-24,0.0,29.285714285714363,35.28571428571428,1552.8571428571418,503.14285714285666,1840.0,154.14285714285685,64.42857142857125,207.1428571428574,344.28571428571416,0.0,159.0,0.0,0.0,0.0,0.0,146.42857142857156,325.28571428571485,0.0,0.0,165.714285714286,134.85714285714266,169.14285714285734,172.57142857142867,1827.4285714285738,7.857142857142872
2024-09-25,0.0,28.428571428571505,33.42857142857142,1489.7142857142846,488.7142857142852,1796.0,137.71428571428544,63.14285714285696,194.28571428571453,340.57142857142844,0.0,154.0,0.0,0.0,0.0,0.0,134.14285714285728,314.428571428572,0.0,0.0,164.2857142857146,132.14285714285694,167.85714285714306,171.42857142857153,1803.571428571431,3.2857142857143007
2024-09-26,0.0,27.571428571428648,31.571428571428566,1426.5714285714275,474.28571428571377,1752.0,121.28571428571401,61.85714285714268,181.42857142857167,336.8571428571427,0.0,149.0,0.0,0.0,0.0,0.0,121.85714285714299,303.5714285714292,0.0,0.0,162.85714285714317,129.42857142857122,166.57142857142878,170.2857142857144,1779.714285714288,0.0
2024-09-27,0.0,26.71428571428579,29.714285714285708,1363.4285714285704,459.8571428571423,1708.0,104.85714285714258,60.57142857142839,168.5714285714288,333.142857142857,0.0,144.0,0.0,0.0,0.0,0.0,109.5714285714287,292.71428571428635,0.0,0.0,161.42857142857176,126.71428571428551,165.2857142857145,169.14285714285725,1755.8571428571452,0.0
2024-09-28,0.0,25.857142857142932,27.85714285714285,1300.2857142857133,445.4285714285709,1664.0,88.42857142857115,59.28571428571411,155.71428571428595,329.4285714285713,0.0,139.0,0.0,0.0,0.0,0.0,97.2857142857144,281.8571428571435,0.0,0.0,160.00000000000034,123.9999999999998,164.00000000000023,168.0000000000001,1732.0000000000023,0.0
2024-09-29,0.0,25.000000000000075,25.999999999999993,1237.1428571428562,430.99999999999943,1620.0,71.99999999999972,57.99999999999982,142.8571428571431,325.71428571428555,0.0,134.0,0.0,0.0,0.0,0.0,85.00000000000011,271.0000000000007,0.0,0.0,158.57142857142892,121.28571428571409,162.71428571428595,166.85714285714297,1708.1428571428594,0.0
2024-09-30,0.0,24.142857142857217,24.142857142857135,1173.999999999999,416.571428571428,1576.0,55.571428571428285,56.71428571428554,130.00000000000023,321.99999999999983,0.0,129.0,0.0,0.0,0.0,0.0,72.71428571428582,260.14285714285785,0.0,0.0,157.1428571428575,118.57142857142838,161.42857142857167,165.71428571428584,1684.2857142857165,0.0
2024-10-01,0.0,23.28571428571436,22.285714285714278,1110.857142857142,402.14285714285654,1532.0,39.142857142856855,55.42857142857125,117.14285714285737,318.2857142857141,0.0,124.0,0.0,0.0,0.0,0.0,60.42857142857154,249.285714285715,0.0,0.0,155.7142857142861,115.85714285714268,160.1428571428574,164.5714285714287,1660.4285714285736,0.0
2024-10-02,0.0,22.4285714285715,20.42857142857142,1047.7142857142849,387.7142857142851,1488.0,22.714285714285428,54.14285714285697,104.2857142857145,314.5714285714284,0.0,119.0,0.0,0.0,0.0,0.0,48.14285714285725,238.42857142857213,0.0,0.0,154.28571428571468,113.14285714285697,158.85714285714312,163.42857142857156,1636.5714285714307,0.0
2024-10-03,0.0,21.571428571428644,18.571428571428562,984.5714285714278,373.28571428571365,1444.0,6.2857142857140005,52.857142857142684,91.42857142857164,310.85714285714266,0.0,114.0,0.0,0.0,0.0,0.0,35.85714285714297,227.57142857142927,0.0,0.0,152.85714285714326,110.42857142857126,157.57142857142884,162.28571428571442,1612.7142857142878,0.0
2024-10-04,0.0,20.714285714285786,16.714285714285705,921.4285714285706,358.8571428571422,1400.0,0.0,51.5714285714284,78.57142857142878,307.14285714285694,0.0,109.0,0.0,0.0,0.0,0.0,23.571428571428683,216.7142857142864,0.0,0.0,151.42857142857184,107.71428571428555,156.28571428571456,161.14285714285728,1588.857142857145,0.0
2024-10-05,0.0,19.85714285714293,14.857142857142847,858.2857142857135,344.42857142857076,1356.0,0.0,50.285714285714114,65.71428571428592,303.4285714285712,0.0,104.0,0.0,0.0,0.0,0.0,11.285714285714397,205.85714285714354,0.0,0.0,150.00000000000043,104.99999999999984,155.00000000000028,160.00000000000014,1565.000000000002,0.0
2024-10-06,0.0,19.00000000000007,12.99999999999999,795.1428571428564,329.9999999999993,1312.0,0.0,48.99999999999983,52.85714285714306,299.7142857142855,0.0,99.0,0.0,0.0,0.0,0.0,0.0,195.00000000000068,0.0,0.0,148.571428571429,102.28571428571414,153.714285714286,158.857142857143,1541.1428571428592,0.0
2024-10-07,0.0,18.142857142857213,11.142857142857132,731.9999999999993,315.5714285714279,1268.0,0.0,47.714285714285545,40.0000000000002,295.9999999999998,0.0,94.0,0.0,0.0,0.0,0.0,0.0,184.14285714285782,0.0,0.0,147.1428571428576,99.57142857142843,152.42857142857173,157.71428571428586,1517.2857142857163,0.0
2024-10-08,0.0,17.285714285714356,9.285714285714274,668.8571428571422,301.1428571428564,1224.0,0.0,46.42857142857126,27.14285714285734,292.28571428571405,0.0,89.0,0.0,0.0,0.0,0.0,0.0,173.28571428571496,0.0,0.0,145.71428571428618,96.85714285714272,151.14285714285745,156.57142857142873,1493.4285714285734,0.0
2024-10-09,0.0,16.428571428571498,7.428571428571416,605.7142857142851,286.714285714285,1180.0,0.0,45.142857142856975,14.285714285714484,288.5714285714283,0.0,84.0,0.0,0.0,0.0,0.0,0.0,162.4285714285721,0.0,0.0,144.28571428571476,94.14285714285701,149.85714285714317,155.4285714285716,1469.5714285714305,0.0
2024-10-10,0.0,15.57142857142864,5.571428571428559,542.571428571428,272.28571428571354,1136.0,0.0,43.85714285714269,1.428571428571626,284.8571428571426,0.0,79.0,0.0,0.0,0.0,0.0,0.0,151.57142857142924,0.0,0.0,142.85714285714334,91.4285714285713,148.5714285714289,154.28571428571445,1445.7142857142876,0.0
2024-10-11,0.0,14.714285714285783,3.7142857142857015,479.4285714285708,257.8571428571421,1092.0,0.0,42.571428571428406,0.0,281.1428571428569,0.0,74.0,0.0,0.0,0.0,0.0,0.0,140.71428571428638,0.0,0.0,141.42857142857193,88.7142857142856,147.28571428571462,153.1428571428573,1421.8571428571447,0.0
2024-10-12,0.0,13.857142857142925,1.8571428571428443,416.28571428571365,243.42857142857068,1048.0,0.0,41.28571428571412,0.0,277.42857142857116,0.0,69.0,0.0,0.0,0.0,0.0,0.0,129.85714285714351,0.0,0.0,140.0000000000005,85.99999999999989,146.00000000000034,152.00000000000017,1398.0000000000018,0.0
2024-10-13,0.0,13.000000000000068,0.0,353.1428571428565,228.99999999999926,1004.0,0.0,39.99999999999984,0.0,273.71428571428544,0.0,64.0,0.0,0.0,0.0,0.0,0.0,119.00000000000065,0.0,0.0,138.5714285714291,83.28571428571418,144.71428571428606,150.85714285714303,1374.142857142859,0.0
2024-10-14,0.0,12.14285714285721,0.0,289.9999999999993,214.57142857142784,960.0,0.0,38.71428571428555,0.0,269.9999999999997,0.0,59.0,0.0,0.0,0.0,0.0,0.0,108.14285714285779,0.0,0.0,137.14285714285768,80.57142857142847,143.4285714285718,149.7142857142859,1350.285714285716,0.0
2024-10-15,0.0,11.285714285714352,0.0,226.85714285714218,200.14285714285643,916.0,0.0,37.42857142857127,0.0,266.285714285714,0.0,54.0,0.0,0.0,0.0,0.0,0.0,97.28571428571493,0.0,0.0,135.71428571428626,77.85714285714276,142.1428571428575,148.57142857142875,1326.4285714285732,0.0
2024-10-16,0.0,10.428571428571495,0.0,163.71428571428504,185.714285714285,872.0,0.0,36.14285714285698,0.0,262.57142857142827,0.0,49.0,0.0,0.0,0.0,0.0,0.0,86.42857142857207,0.0,0.0,134.28571428571485,75.14285714285705,140.85714285714323,147.42857142857162,1302.5714285714303,0.0
2024-10-17,0.0,9.571428571428637,0.0,100.5714285714279,171.2857142857136,828.0,0.0,34.8571428571427,0.0,258.85714285714255,0.0,44.0,0.0,0.0,0.0,0.0,0.0,75.57142857142921,0.0,0.0,132.85714285714343,72.42857142857135,139.57142857142895,146.28571428571448,1278.7142857142874,0.0
2024-10-18,0.0,8.71428571428578,0.0,37.428571428570756,156.85714285714218,784.0,0.0,33.57142857142841,0.0,255.14285714285683,0.0,39.0,0.0,0.0,0.0,0.0,0.0,64.71428571428635,0.0,0.0,131.428571428572,69.71428571428564,138.28571428571468,145.14285714285734,1254.8571428571445,0.0
2024-10-19,0.0,7.8571428571429225,0.0,0.0,142.42857142857076,740.0,0.0,32.28571428571413,0.0,251.4285714285711,0.0,34.0,0.0,0.0,0.0,0.0,0.0,53.85714285714349,0.0,0.0,130.0000000000006,66.99999999999993,137.0000000000004,144.0000000000002,1231.0000000000016,0.0
2024-10-20,0.0,7.000000000000066,0.0,0.0,127.99999999999933,696.0,0.0,30.999999999999844,0.0,247.71428571428538,0.0,29.0,0.0,0.0,0.0,0.0,0.0,43.000000000000625,0.0,0.0,128.57142857142918,64.28571428571422,135.71428571428612,142.85714285714306,1207.1428571428587,0.0
2024-10-21,0.0,6.142857142857209,0.0,0.0,113.5714285714279,652.0,0.0,29.71428571428556,0.0,243.99999999999966,0.0,24.0,0.0,0.0,0.0,0.0,0.0,32.142857142857764,0.0,0.0,127.14285714285775,61.571428571428505,134.42857142857184,141.71428571428592,1183.2857142857158,0.0
2024-10-22,0.0,5.285714285714352,0.0,0.0,99.14285714285647,608.0,0.0,28.428571428571274,0.0,240.28571428571394,0.0,19.0,0.0,0.0,0.0,0.0,0.0,21.285714285714906,0.0,0.0,125.71428571428632,58.85714285714279,133.14285714285757,140.57142857142878,1159.428571428573,0.0
2024-10-23,0.0,4.428571428571495,0.0,0.0,84.71428571428504,564.0,0.0,27.14285714285699,0.0,236.5714285714282,0.0,14.0,0.0,0.0,0.0,0.0,0.0,10.428571428572049,0.0,0.0,124.28571428571489,56.142857142857075,131.8571428571433,139.42857142857164,1135.57142857143,0.0
2024-10-24,0.0,3.5714285714286382,0.0,0.0,70.28571428571361,520.0,0.0,25.857142857142705,0.0,232.8571428571425,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.85714285714346,53.42857142857136,130.571428571429,138.2857142857145,1111.7142857142871,0.0
2024-10-25,0.0,2.714285714285781,0.0,0.0,55.85714285714218,476.0,0.0,24.57142857142842,0.0,229.14285714285677,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.42857142857203,50.714285714285644,129.28571428571473,137.14285714285737,1087.8571428571443,0.0
2024-10-26,0.0,1.8571428571429238,0.0,0.0,41.42857142857075,432.0,0.0,23.285714285714135,0.0,225.42857142857105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0000000000006,47.99999999999993,128.00000000000045,136.00000000000023,1064.0000000000014,0.0
2024-10-27,0.0,1.0000000000000666,0.0,0.0,26.999999999999318,388.0,0.0,21.99999999999985,0.0,221.71428571428532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.57142857142917,45.285714285714214,126.71428571428616,134.8571428571431,1040.1428571428585,0.0
2024-10-28,0.0,0.14285714285720952,0.0,0.0,12.571428571427889,344.0,0.0,20.714285714285566,0.0,217.9999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.14285714285774,42.5714285714285,125.42857142857187,133.71428571428595,1016.2857142857156,0.0
2024-10-29,0.0,0.0,0.0,0.0,0.0,300.0,0.0,19.42857142857128,0.0,214.28571428571388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.7142857142863,39.85714285714278,124.14285714285758,132.5714285714288,992.4285714285727,0.0
2024-10-30,0.0,0.0,0.0,0.0,0.0,256.0,0.0,18.142857142856997,0.0,210.57142857142816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.28571428571487,37.14285714285707,122.85714285714329,131.42857142857167,968.5714285714298,0.0
2024-10-31,0.0,0.0,0.0,0.0,0.0,212.0,0.0,16.857142857142712,0.0,206.85714285714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.85714285714344,34.42857142857135,121.571428571429,130.28571428571453,944.7142857142869,0.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,168.0,0.0,15.571428571428426,0.0,203.1428571428567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.42857142857201,31.714285714285637,120.2857142857147,129.1428571428574,920.857142857144,0.0
2024-11-02,0.0,0.0,0.0,0.0,0.0,124.0,0.0,14.285714285714139,0.0,199.428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.00000000000058,28.999999999999922,119.00000000000041,128.00000000000026,897.0000000000011,0.0
2024-11-03,0.0,0.0,0.0,0.0,0.0,80.0,0.0,12.999999999999853,0.0,195.71428571428527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.57142857142915,26.285714285714207,117.71428571428612,126.85714285714312,873.1428571428582,0.0
2024-11-04,0.0,0.0,0.0,0.0,0.0,36.0,0.0,11.714285714285566,0.0,191.99999999999955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.14285714285772,23.57142857142849,116.42857142857183,125.71428571428598,849.2857142857154,0.0
2024-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.42857142857128,0.0,188.28571428571382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.71428571428629,20.857142857142776,115.14285714285754,124.57142857142884,825.4285714285725,0.0
2024-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.142857142856993,0.0,184.5714285714281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.28571428571486,18.14285714285706,113.85714285714324,123.4285714285717,801.5714285714296,0.0
2024-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8571428571427075,0.0,180.85714285714238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.85714285714343,15.428571428571345,112.57142857142895,122.28571428571456,777.7142857142867,0.0
2024-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.571428571428422,0.0,177.14285714285666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.428571428572,12.71428571428563,111.28571428571466,121.14285714285742,753.8571428571438,0.0
2024-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.285714285714136,0.0,173.42857142857093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000057,9.999999999999915,110.00000000000037,120.00000000000028,730.0000000000009,0.0
2024-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.999999999999851,0.0,169.7142857142852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.57142857142914,7.2857142857142,108.71428571428608,118.85714285714315,706.142857142858,0.0
2024-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.714285714285565,0.0,165.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.14285714285771,4.571428571428486,107.42857142857179,117.714285714286,682.2857142857151,0.0
2024-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285712794,0.0,162.28571428571377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.71428571428628,1.8571428571427715,106.1428571428575,116.57142857142887,658.4285714285722,0.0
2024-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285699358,0.0,158.57142857142804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.28571428571485,0.0,104.8571428571432,115.42857142857173,634.5714285714294,0.0
2024-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.85714285714232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.85714285714342,0.0,103.57142857142891,114.28571428571459,610.7142857142865,0.0
2024-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.1428571428566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.42857142857198,0.0,102.28571428571462,113.14285714285745,586.8571428571436,0.0
2024-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.42857142857088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.00000000000055,0.0,101.00000000000033,112.00000000000031,563.0000000000007,0.0
